#word	freqcount	cdcount	subtlwf	lg10wf	subtlcd	lg10cd
uplinking	2	2	0.04	0.4771	0.02	0.4771
upmarket	2	2	0.04	0.4771	0.02	0.4771
upraised	2	2	0.04	0.4771	0.02	0.4771
uproarious	2	2	0.04	0.4771	0.02	0.4771
upsadaisy	3	2	0.06	0.6021	0.02	0.4771
upsides	2	2	0.04	0.4771	0.02	0.4771
upsurge	2	2	0.04	0.4771	0.02	0.4771
uptick	2	2	0.04	0.4771	0.02	0.4771
upway	2	2	0.04	0.4771	0.02	0.4771
urbanites	2	2	0.04	0.4771	0.02	0.4771
urdu	3	2	0.06	0.6021	0.02	0.4771
ure	2	2	0.04	0.4771	0.02	0.4771
urea	2	2	0.04	0.4771	0.02	0.4771
uremia	3	2	0.06	0.6021	0.02	0.4771
urethral	2	2	0.04	0.4771	0.02	0.4771
urological	2	2	0.04	0.4771	0.02	0.4771
urologists	2	2	0.04	0.4771	0.02	0.4771
urosepsis	2	2	0.04	0.4771	0.02	0.4771
useable	2	2	0.04	0.4771	0.02	0.4771
usuals	2	2	0.04	0.4771	0.02	0.4771
usurer	4	2	0.08	0.6990	0.02	0.4771
usurpation	2	2	0.04	0.4771	0.02	0.4771
utilise	2	2	0.04	0.4771	0.02	0.4771
utilising	2	2	0.04	0.4771	0.02	0.4771
utilizes	2	2	0.04	0.4771	0.02	0.4771
utrecht	5	2	0.10	0.7782	0.02	0.4771
uvres	2	2	0.04	0.4771	0.02	0.4771
uzbek	4	2	0.08	0.6990	0.02	0.4771
vacationers	2	2	0.04	0.4771	0.02	0.4771
vache	2	2	0.04	0.4771	0.02	0.4771
vacillates	2	2	0.04	0.4771	0.02	0.4771
vacillating	2	2	0.04	0.4771	0.02	0.4771
vadis	2	2	0.04	0.4771	0.02	0.4771
vagary	2	2	0.04	0.4771	0.02	0.4771
vainest	2	2	0.04	0.4771	0.02	0.4771
valedictorians	2	2	0.04	0.4771	0.02	0.4771
valedictory	3	2	0.06	0.6021	0.02	0.4771
valentinian	10	2	0.20	1.0414	0.02	0.4771
vales	3	2	0.06	0.6021	0.02	0.4771
valeting	3	2	0.06	0.6021	0.02	0.4771
vallecula	2	2	0.04	0.4771	0.02	0.4771
valse	2	2	0.04	0.4771	0.02	0.4771
valuing	2	2	0.04	0.4771	0.02	0.4771
vamped	3	2	0.06	0.6021	0.02	0.4771
vandyke	2	2	0.04	0.4771	0.02	0.4771
vanir	5	2	0.10	0.7782	0.02	0.4771
vaporise	3	2	0.06	0.6021	0.02	0.4771
variability	2	2	0.04	0.4771	0.02	0.4771
variants	2	2	0.04	0.4771	0.02	0.4771
variola	3	2	0.06	0.6021	0.02	0.4771
varyingly	4	2	0.08	0.6990	0.02	0.4771
vasodilator	2	2	0.04	0.4771	0.02	0.4771
vassals	2	2	0.04	0.4771	0.02	0.4771
vaster	2	2	0.04	0.4771	0.02	0.4771
vaudevillians	2	2	0.04	0.4771	0.02	0.4771
veals	4	2	0.08	0.6990	0.02	0.4771
vectored	2	2	0.04	0.4771	0.02	0.4771
veda	71	2	1.39	1.8573	0.02	0.4771
vegetated	2	2	0.04	0.4771	0.02	0.4771
veggieburger	4	2	0.08	0.6990	0.02	0.4771
vellum	2	2	0.04	0.4771	0.02	0.4771
velocipede	2	2	0.04	0.4771	0.02	0.4771
velocities	3	2	0.06	0.6021	0.02	0.4771
velvets	2	2	0.04	0.4771	0.02	0.4771
veneration	2	2	0.04	0.4771	0.02	0.4771
venging	2	2	0.04	0.4771	0.02	0.4771
venta	2	2	0.04	0.4771	0.02	0.4771
ventana	12	2	0.24	1.1139	0.02	0.4771
venturi	4	2	0.08	0.6990	0.02	0.4771
venusian	3	2	0.06	0.6021	0.02	0.4771
verandah	4	2	0.08	0.6990	0.02	0.4771
verbalized	2	2	0.04	0.4771	0.02	0.4771
verbalizing	2	2	0.04	0.4771	0.02	0.4771
verbals	2	2	0.04	0.4771	0.02	0.4771
verbena	2	2	0.04	0.4771	0.02	0.4771
verbum	2	2	0.04	0.4771	0.02	0.4771
verdigris	2	2	0.04	0.4771	0.02	0.4771
verger	17	2	0.33	1.2553	0.02	0.4771
verity	3	2	0.06	0.6021	0.02	0.4771
vermeil	15	2	0.29	1.2041	0.02	0.4771
verruca	2	2	0.04	0.4771	0.02	0.4771
vertex	2	2	0.04	0.4771	0.02	0.4771
vertices	2	2	0.04	0.4771	0.02	0.4771
verts	4	2	0.08	0.6990	0.02	0.4771
verus	2	2	0.04	0.4771	0.02	0.4771
vesicle	2	2	0.04	0.4771	0.02	0.4771
vesper	5	2	0.10	0.7782	0.02	0.4771
vexatious	2	2	0.04	0.4771	0.02	0.4771
viaducts	2	2	0.04	0.4771	0.02	0.4771
vibratory	2	2	0.04	0.4771	0.02	0.4771
vicars	2	2	0.04	0.4771	0.02	0.4771
vicomte	12	2	0.24	1.1139	0.02	0.4771
victorias	2	2	0.04	0.4771	0.02	0.4771
vicuna	3	2	0.06	0.6021	0.02	0.4771
vide	3	2	0.06	0.6021	0.02	0.4771
vietnamization	4	2	0.08	0.6990	0.02	0.4771
vigilantly	2	2	0.04	0.4771	0.02	0.4771
vignettes	2	2	0.04	0.4771	0.02	0.4771
vigorish	2	2	0.04	0.4771	0.02	0.4771
vilely	3	2	0.06	0.6021	0.02	0.4771
vina	2	2	0.04	0.4771	0.02	0.4771
vireo	3	2	0.06	0.6021	0.02	0.4771
virginians	2	2	0.04	0.4771	0.02	0.4771
virology	2	2	0.04	0.4771	0.02	0.4771
vis	2	2	0.04	0.4771	0.02	0.4771
viscose	2	2	0.04	0.4771	0.02	0.4771
viscus	2	2	0.04	0.4771	0.02	0.4771
vison	2	2	0.04	0.4771	0.02	0.4771
visualised	2	2	0.04	0.4771	0.02	0.4771
visualises	2	2	0.04	0.4771	0.02	0.4771
vitruvian	2	2	0.04	0.4771	0.02	0.4771
vitry	4	2	0.08	0.6990	0.02	0.4771
vivace	2	2	0.04	0.4771	0.02	0.4771
vividness	2	2	0.04	0.4771	0.02	0.4771
vizier	13	2	0.25	1.1461	0.02	0.4771
vocalising	2	2	0.04	0.4771	0.02	0.4771
vocalists	2	2	0.04	0.4771	0.02	0.4771
voile	2	2	0.04	0.4771	0.02	0.4771
voiture	3	2	0.06	0.6021	0.02	0.4771
volkswagens	2	2	0.04	0.4771	0.02	0.4771
volumen	2	2	0.04	0.4771	0.02	0.4771
voluminous	2	2	0.04	0.4771	0.02	0.4771
volvulus	6	2	0.12	0.8451	0.02	0.4771
vomitous	2	2	0.04	0.4771	0.02	0.4771
voodooism	2	2	0.04	0.4771	0.02	0.4771
vorpal	2	2	0.04	0.4771	0.02	0.4771
vouchsafed	2	2	0.04	0.4771	0.02	0.4771
voyagers	2	2	0.04	0.4771	0.02	0.4771
voyaging	2	2	0.04	0.4771	0.02	0.4771
vulcanise	2	2	0.04	0.4771	0.02	0.4771
vulgarism	2	2	0.04	0.4771	0.02	0.4771
wackier	2	2	0.04	0.4771	0.02	0.4771
wackiness	2	2	0.04	0.4771	0.02	0.4771
wacs	2	2	0.04	0.4771	0.02	0.4771
waddies	2	2	0.04	0.4771	0.02	0.4771
waggly	2	2	0.04	0.4771	0.02	0.4771
wagoneer	3	2	0.06	0.6021	0.02	0.4771
wagoner	8	2	0.16	0.9542	0.02	0.4771
wahine	12	2	0.24	1.1139	0.02	0.4771
wain	2	2	0.04	0.4771	0.02	0.4771
wainscot	2	2	0.04	0.4771	0.02	0.4771
waka	3	2	0.06	0.6021	0.02	0.4771
wakan	12	2	0.24	1.1139	0.02	0.4771
walkaway	2	2	0.04	0.4771	0.02	0.4771
walkouts	7	2	0.14	0.9031	0.02	0.4771
wallahs	2	2	0.04	0.4771	0.02	0.4771
walleye	7	2	0.14	0.9031	0.02	0.4771
wallower	3	2	0.06	0.6021	0.02	0.4771
wallpapers	2	2	0.04	0.4771	0.02	0.4771
waltzer	16	2	0.31	1.2304	0.02	0.4771
wangled	2	2	0.04	0.4771	0.02	0.4771
wannabees	2	2	0.04	0.4771	0.02	0.4771
wantonness	2	2	0.04	0.4771	0.02	0.4771
wanty	2	2	0.04	0.4771	0.02	0.4771
warders	5	2	0.10	0.7782	0.02	0.4771
wardrobes	2	2	0.04	0.4771	0.02	0.4771
warehousing	3	2	0.06	0.6021	0.02	0.4771
wariness	2	2	0.04	0.4771	0.02	0.4771
warmup	2	2	0.04	0.4771	0.02	0.4771
warplanes	4	2	0.08	0.6990	0.02	0.4771
warrantless	2	2	0.04	0.4771	0.02	0.4771
warred	2	2	0.04	0.4771	0.02	0.4771
washday	2	2	0.04	0.4771	0.02	0.4771
washerwomen	2	2	0.04	0.4771	0.02	0.4771
washstand	2	2	0.04	0.4771	0.02	0.4771
washy	2	2	0.04	0.4771	0.02	0.4771
wassail	2	2	0.04	0.4771	0.02	0.4771
waster	2	2	0.04	0.4771	0.02	0.4771
wastrel	2	2	0.04	0.4771	0.02	0.4771
wastrels	2	2	0.04	0.4771	0.02	0.4771
waugh	2	2	0.04	0.4771	0.02	0.4771
wavery	2	2	0.04	0.4771	0.02	0.4771
waxwork	2	2	0.04	0.4771	0.02	0.4771
waybills	2	2	0.04	0.4771	0.02	0.4771
wazir	3	2	0.06	0.6021	0.02	0.4771
weariest	2	2	0.04	0.4771	0.02	0.4771
weathercock	2	2	0.04	0.4771	0.02	0.4771
weatherproof	2	2	0.04	0.4771	0.02	0.4771
webmaster	2	2	0.04	0.4771	0.02	0.4771
webpage	4	2	0.08	0.6990	0.02	0.4771
websters	2	2	0.04	0.4771	0.02	0.4771
wedgy	2	2	0.04	0.4771	0.02	0.4771
ween	4	2	0.08	0.6990	0.02	0.4771
weepers	2	2	0.04	0.4771	0.02	0.4771
weft	2	2	0.04	0.4771	0.02	0.4771
weirdie	2	2	0.04	0.4771	0.02	0.4771
welchers	2	2	0.04	0.4771	0.02	0.4771
wendish	4	2	0.08	0.6990	0.02	0.4771
wends	2	2	0.04	0.4771	0.02	0.4771
werent	2	2	0.04	0.4771	0.02	0.4771
westernized	2	2	0.04	0.4771	0.02	0.4771
westland	2	2	0.04	0.4771	0.02	0.4771
westy	5	2	0.10	0.7782	0.02	0.4771
wf	3	2	0.06	0.6021	0.02	0.4771
whacky	2	2	0.04	0.4771	0.02	0.4771
whatd	2	2	0.04	0.4771	0.02	0.4771
whatsis	2	2	0.04	0.4771	0.02	0.4771
wheedling	2	2	0.04	0.4771	0.02	0.4771
wheelers	6	2	0.12	0.8451	0.02	0.4771
wheelwright	2	2	0.04	0.4771	0.02	0.4771
whelk	2	2	0.04	0.4771	0.02	0.4771
whelmed	2	2	0.04	0.4771	0.02	0.4771
whens	2	2	0.04	0.4771	0.02	0.4771
wherefores	2	2	0.04	0.4771	0.02	0.4771
wherry	4	2	0.08	0.6990	0.02	0.4771
whets	2	2	0.04	0.4771	0.02	0.4771
whiffed	3	2	0.06	0.6021	0.02	0.4771
whiffing	2	2	0.04	0.4771	0.02	0.4771
whiffs	2	2	0.04	0.4771	0.02	0.4771
whillikers	2	2	0.04	0.4771	0.02	0.4771
whimsicalities	2	2	0.04	0.4771	0.02	0.4771
whippersnappers	2	2	0.04	0.4771	0.02	0.4771
whippet	5	2	0.10	0.7782	0.02	0.4771
whippy	2	2	0.04	0.4771	0.02	0.4771
whirled	2	2	0.04	0.4771	0.02	0.4771
whirligig	2	2	0.04	0.4771	0.02	0.4771
whispery	3	2	0.06	0.6021	0.02	0.4771
whited	2	2	0.04	0.4771	0.02	0.4771
whiteheads	2	2	0.04	0.4771	0.02	0.4771
whitening	2	2	0.04	0.4771	0.02	0.4771
whitestone	3	2	0.06	0.6021	0.02	0.4771
whitewater	3	2	0.06	0.6021	0.02	0.4771
whithersoever	4	2	0.08	0.6990	0.02	0.4771
whittles	2	2	0.04	0.4771	0.02	0.4771
whity	2	2	0.04	0.4771	0.02	0.4771
whizzers	6	2	0.12	0.8451	0.02	0.4771
whodunits	2	2	0.04	0.4771	0.02	0.4771
wholegrain	3	2	0.06	0.6021	0.02	0.4771
wholewheat	2	2	0.04	0.4771	0.02	0.4771
whoof	2	2	0.04	0.4771	0.02	0.4771
whooshed	3	2	0.06	0.6021	0.02	0.4771
wibble	7	2	0.14	0.9031	0.02	0.4771
wickiup	14	2	0.27	1.1761	0.02	0.4771
wicky	3	2	0.06	0.6021	0.02	0.4771
wielder	3	2	0.06	0.6021	0.02	0.4771
willer	3	2	0.06	0.6021	0.02	0.4771
willet	23	2	0.45	1.3802	0.02	0.4771
wilts	2	2	0.04	0.4771	0.02	0.4771
wiltshire	2	2	0.04	0.4771	0.02	0.4771
windiest	3	2	0.06	0.6021	0.02	0.4771
windowsills	2	2	0.04	0.4771	0.02	0.4771
windpipes	2	2	0.04	0.4771	0.02	0.4771
windscreens	2	2	0.04	0.4771	0.02	0.4771
windstorms	2	2	0.04	0.4771	0.02	0.4771
windsurf	2	2	0.04	0.4771	0.02	0.4771
wingers	2	2	0.04	0.4771	0.02	0.4771
wingless	2	2	0.04	0.4771	0.02	0.4771
wingspread	2	2	0.04	0.4771	0.02	0.4771
wingtips	2	2	0.04	0.4771	0.02	0.4771
winkles	2	2	0.04	0.4771	0.02	0.4771
winkling	2	2	0.04	0.4771	0.02	0.4771
winless	2	2	0.04	0.4771	0.02	0.4771
winningest	2	2	0.04	0.4771	0.02	0.4771
winningly	3	2	0.06	0.6021	0.02	0.4771
wiseman	6	2	0.12	0.8451	0.02	0.4771
wisen	2	2	0.04	0.4771	0.02	0.4771
wishy	2	2	0.04	0.4771	0.02	0.4771
wising	2	2	0.04	0.4771	0.02	0.4771
wite	5	2	0.10	0.7782	0.02	0.4771
withholds	2	2	0.04	0.4771	0.02	0.4771
withstands	2	2	0.04	0.4771	0.02	0.4771
wittering	2	2	0.04	0.4771	0.02	0.4771
witticisms	2	2	0.04	0.4771	0.02	0.4771
wittier	2	2	0.04	0.4771	0.02	0.4771
wizened	2	2	0.04	0.4771	0.02	0.4771
wk	3	2	0.06	0.6021	0.02	0.4771
wobbled	2	2	0.04	0.4771	0.02	0.4771
wobblies	2	2	0.04	0.4771	0.02	0.4771
wog	2	2	0.04	0.4771	0.02	0.4771
wogs	2	2	0.04	0.4771	0.02	0.4771
woks	2	2	0.04	0.4771	0.02	0.4771
wolfish	2	2	0.04	0.4771	0.02	0.4771
womans	5	2	0.10	0.7782	0.02	0.4771
wonderfulness	3	2	0.06	0.6021	0.02	0.4771
wonks	3	2	0.06	0.6021	0.02	0.4771
woodburning	2	2	0.04	0.4771	0.02	0.4771
woodcarver	2	2	0.04	0.4771	0.02	0.4771
woolens	2	2	0.04	0.4771	0.02	0.4771
woops	3	2	0.06	0.6021	0.02	0.4771
wordage	2	2	0.04	0.4771	0.02	0.4771
wordless	2	2	0.04	0.4771	0.02	0.4771
wordlessly	2	2	0.04	0.4771	0.02	0.4771
workdays	2	2	0.04	0.4771	0.02	0.4771
workhouses	4	2	0.08	0.6990	0.02	0.4771
wormer	13	2	0.25	1.1461	0.02	0.4771
worthlessness	2	2	0.04	0.4771	0.02	0.4771
wot	2	2	0.04	0.4771	0.02	0.4771
wowing	2	2	0.04	0.4771	0.02	0.4771
wows	2	2	0.04	0.4771	0.02	0.4771
wowser	8	2	0.16	0.9542	0.02	0.4771
wretchedly	2	2	0.04	0.4771	0.02	0.4771
wretchedness	2	2	0.04	0.4771	0.02	0.4771
wriggled	2	2	0.04	0.4771	0.02	0.4771
wriggles	2	2	0.04	0.4771	0.02	0.4771
wrights	6	2	0.12	0.8451	0.02	0.4771
writs	2	2	0.04	0.4771	0.02	0.4771
wro	2	2	0.04	0.4771	0.02	0.4771
wrongest	3	2	0.06	0.6021	0.02	0.4771
wryly	2	2	0.04	0.4771	0.02	0.4771
wyvern	2	2	0.04	0.4771	0.02	0.4771
xenogenesis	2	2	0.04	0.4771	0.02	0.4771
xenophobia	3	2	0.06	0.6021	0.02	0.4771
xeroxes	2	2	0.04	0.4771	0.02	0.4771
xylophonist	2	2	0.04	0.4771	0.02	0.4771
yabu	10	2	0.20	1.0414	0.02	0.4771
yachtsman	3	2	0.06	0.6021	0.02	0.4771
yacking	2	2	0.04	0.4771	0.02	0.4771
yakitori	2	2	0.04	0.4771	0.02	0.4771
yapped	3	2	0.06	0.6021	0.02	0.4771
yardarms	2	2	0.04	0.4771	0.02	0.4771
yardbird	7	2	0.14	0.9031	0.02	0.4771
yardsticks	2	2	0.04	0.4771	0.02	0.4771
yarmulkes	4	2	0.08	0.6990	0.02	0.4771
yate	2	2	0.04	0.4771	0.02	0.4771
yatter	4	2	0.08	0.6990	0.02	0.4771
yawing	3	2	0.06	0.6021	0.02	0.4771
yawls	2	2	0.04	0.4771	0.02	0.4771
yeahs	2	2	0.04	0.4771	0.02	0.4771
yearlong	2	2	0.04	0.4771	0.02	0.4771
yellowbird	3	2	0.06	0.6021	0.02	0.4771
yellowy	2	2	0.04	0.4771	0.02	0.4771
yeo	24	2	0.47	1.3979	0.02	0.4771
yerba	2	2	0.04	0.4771	0.02	0.4771
yester	2	2	0.04	0.4771	0.02	0.4771
yew	2	2	0.04	0.4771	0.02	0.4771
yids	2	2	0.04	0.4771	0.02	0.4771
yipe	2	2	0.04	0.4771	0.02	0.4771
yod	30	2	0.59	1.4914	0.02	0.4771
yodeled	3	2	0.06	0.6021	0.02	0.4771
yodeler	2	2	0.04	0.4771	0.02	0.4771
yodelers	2	2	0.04	0.4771	0.02	0.4771
yodeller	2	2	0.04	0.4771	0.02	0.4771
yogic	2	2	0.04	0.4771	0.02	0.4771
yohimbine	4	2	0.08	0.6990	0.02	0.4771
yond	3	2	0.06	0.6021	0.02	0.4771
yoni	5	2	0.10	0.7782	0.02	0.4771
youngers	11	2	0.22	1.0792	0.02	0.4771
youngs	3	2	0.06	0.6021	0.02	0.4771
yowie	26	2	0.51	1.4314	0.02	0.4771
yrs	3	2	0.06	0.6021	0.02	0.4771
yt	18	2	0.35	1.2788	0.02	0.4771
zac	16	2	0.31	1.2304	0.02	0.4771
zaftig	2	2	0.04	0.4771	0.02	0.4771
zagged	2	2	0.04	0.4771	0.02	0.4771
zar	2	2	0.04	0.4771	0.02	0.4771
zealousness	2	2	0.04	0.4771	0.02	0.4771
zebedee	2	2	0.04	0.4771	0.02	0.4771
zechariah	11	2	0.22	1.0792	0.02	0.4771
zigzags	3	2	0.06	0.6021	0.02	0.4771
zillionth	3	2	0.06	0.6021	0.02	0.4771
zink	2	2	0.04	0.4771	0.02	0.4771
zinnia	3	2	0.06	0.6021	0.02	0.4771
zirconium	2	2	0.04	0.4771	0.02	0.4771
zn	2	2	0.04	0.4771	0.02	0.4771
zodiacal	2	2	0.04	0.4771	0.02	0.4771
zona	3	2	0.06	0.6021	0.02	0.4771
zucchinis	2	2	0.04	0.4771	0.02	0.4771
zuni	2	2	0.04	0.4771	0.02	0.4771
zwieback	2	2	0.04	0.4771	0.02	0.4771
zygoma	2	2	0.04	0.4771	0.02	0.4771
aahed	1	1	0.02	0.3010	0.01	0.3010
aal	1	1	0.02	0.3010	0.01	0.3010
aarrgh	1	1	0.02	0.3010	0.01	0.3010
aarrghh	1	1	0.02	0.3010	0.01	0.3010
abaca	1	1	0.02	0.3010	0.01	0.3010
abacuses	1	1	0.02	0.3010	0.01	0.3010
abaft	2	1	0.04	0.4771	0.01	0.3010
abandoner	1	1	0.02	0.3010	0.01	0.3010
abastard	1	1	0.02	0.3010	0.01	0.3010
abating	1	1	0.02	0.3010	0.01	0.3010
abay	3	1	0.06	0.6021	0.01	0.3010
abbesses	1	1	0.02	0.3010	0.01	0.3010
abbreviate	1	1	0.02	0.3010	0.01	0.3010
abd	1	1	0.02	0.3010	0.01	0.3010
abdicates	1	1	0.02	0.3010	0.01	0.3010
abele	1	1	0.02	0.3010	0.01	0.3010
abernethy	1	1	0.02	0.3010	0.01	0.3010
abettor	1	1	0.02	0.3010	0.01	0.3010
abiders	1	1	0.02	0.3010	0.01	0.3010
abiogenist	3	1	0.06	0.6021	0.01	0.3010
abit	1	1	0.02	0.3010	0.01	0.3010
abjure	1	1	0.02	0.3010	0.01	0.3010
ablate	1	1	0.02	0.3010	0.01	0.3010
ablated	1	1	0.02	0.3010	0.01	0.3010
ablation	1	1	0.02	0.3010	0.01	0.3010
abler	1	1	0.02	0.3010	0.01	0.3010
abloom	3	1	0.06	0.6021	0.01	0.3010
abnormity	1	1	0.02	0.3010	0.01	0.3010
abolishes	1	1	0.02	0.3010	0.01	0.3010
abolitionism	1	1	0.02	0.3010	0.01	0.3010
abomasum	1	1	0.02	0.3010	0.01	0.3010
aboriginally	1	1	0.02	0.3010	0.01	0.3010
aboriginals	1	1	0.02	0.3010	0.01	0.3010
aborning	1	1	0.02	0.3010	0.01	0.3010
abortionists	1	1	0.02	0.3010	0.01	0.3010
abortive	1	1	0.02	0.3010	0.01	0.3010
abortively	1	1	0.02	0.3010	0.01	0.3010
aborts	1	1	0.02	0.3010	0.01	0.3010
abovementioned	1	1	0.02	0.3010	0.01	0.3010
abrade	1	1	0.02	0.3010	0.01	0.3010
abraid	1	1	0.02	0.3010	0.01	0.3010
abrasiveness	2	1	0.04	0.4771	0.01	0.3010
abrasives	4	1	0.08	0.6990	0.01	0.3010
abreaction	1	1	0.02	0.3010	0.01	0.3010
abridge	1	1	0.02	0.3010	0.01	0.3010
abridgement	1	1	0.02	0.3010	0.01	0.3010
abrogate	1	1	0.02	0.3010	0.01	0.3010
abrogating	1	1	0.02	0.3010	0.01	0.3010
absconder	1	1	0.02	0.3010	0.01	0.3010
abseiling	1	1	0.02	0.3010	0.01	0.3010
absentmindedness	1	1	0.02	0.3010	0.01	0.3010
absinthes	3	1	0.06	0.6021	0.01	0.3010
absinthium	1	1	0.02	0.3010	0.01	0.3010
absit	1	1	0.02	0.3010	0.01	0.3010
absoluteness	1	1	0.02	0.3010	0.01	0.3010
absolutions	1	1	0.02	0.3010	0.01	0.3010
absolver	4	1	0.08	0.6990	0.01	0.3010
absorbtion	3	1	0.06	0.6021	0.01	0.3010
absorptions	1	1	0.02	0.3010	0.01	0.3010
abstainers	1	1	0.02	0.3010	0.01	0.3010
abstentions	1	1	0.02	0.3010	0.01	0.3010
abstracting	1	1	0.02	0.3010	0.01	0.3010
abstractionist	1	1	0.02	0.3010	0.01	0.3010
absurdist	1	1	0.02	0.3010	0.01	0.3010
abulia	1	1	0.02	0.3010	0.01	0.3010
abusiveness	1	1	0.02	0.3010	0.01	0.3010
abutments	1	1	0.02	0.3010	0.01	0.3010
abutting	1	1	0.02	0.3010	0.01	0.3010
abysmally	1	1	0.02	0.3010	0.01	0.3010
abyssal	1	1	0.02	0.3010	0.01	0.3010
academes	1	1	0.02	0.3010	0.01	0.3010
academician	1	1	0.02	0.3010	0.01	0.3010
acanthus	1	1	0.02	0.3010	0.01	0.3010
accademia	1	1	0.02	0.3010	0.01	0.3010
accadian	1	1	0.02	0.3010	0.01	0.3010
acceded	1	1	0.02	0.3010	0.01	0.3010
accented	1	1	0.02	0.3010	0.01	0.3010
accentuating	1	1	0.02	0.3010	0.01	0.3010
acceptant	1	1	0.02	0.3010	0.01	0.3010
accessorise	1	1	0.02	0.3010	0.01	0.3010
accidentals	1	1	0.02	0.3010	0.01	0.3010
acclamation	1	1	0.02	0.3010	0.01	0.3010
acclimates	1	1	0.02	0.3010	0.01	0.3010
acclimatization	1	1	0.02	0.3010	0.01	0.3010
acclimatize	1	1	0.02	0.3010	0.01	0.3010
accolade	1	1	0.02	0.3010	0.01	0.3010
accommodative	1	1	0.02	0.3010	0.01	0.3010
accompanier	1	1	0.02	0.3010	0.01	0.3010
accompanists	1	1	0.02	0.3010	0.01	0.3010
accordable	1	1	0.02	0.3010	0.01	0.3010
accosts	1	1	0.02	0.3010	0.01	0.3010
accoutered	1	1	0.02	0.3010	0.01	0.3010
accoutre	1	1	0.02	0.3010	0.01	0.3010
accrediting	1	1	0.02	0.3010	0.01	0.3010
accrete	1	1	0.02	0.3010	0.01	0.3010
accrues	1	1	0.02	0.3010	0.01	0.3010
accumulations	1	1	0.02	0.3010	0.01	0.3010
accumulator	1	1	0.02	0.3010	0.01	0.3010
acentric	1	1	0.02	0.3010	0.01	0.3010
acetabulum	2	1	0.04	0.4771	0.01	0.3010
acetates	1	1	0.02	0.3010	0.01	0.3010
acetic	1	1	0.02	0.3010	0.01	0.3010
achar	1	1	0.02	0.3010	0.01	0.3010
achiness	1	1	0.02	0.3010	0.01	0.3010
acidemia	2	1	0.04	0.4771	0.01	0.3010
acidizing	1	1	0.02	0.3010	0.01	0.3010
ackee	1	1	0.02	0.3010	0.01	0.3010
acknowledgments	1	1	0.02	0.3010	0.01	0.3010
acnes	1	1	0.02	0.3010	0.01	0.3010
acoma	3	1	0.06	0.6021	0.01	0.3010
acoustically	1	1	0.02	0.3010	0.01	0.3010
acquiescent	1	1	0.02	0.3010	0.01	0.3010
acquirer	1	1	0.02	0.3010	0.01	0.3010
acquisitiveness	1	1	0.02	0.3010	0.01	0.3010
acquittals	1	1	0.02	0.3010	0.01	0.3010
acromegalia	10	1	0.20	1.0414	0.01	0.3010
acta	1	1	0.02	0.3010	0.01	0.3010
actg	1	1	0.02	0.3010	0.01	0.3010
actings	1	1	0.02	0.3010	0.01	0.3010
actinic	1	1	0.02	0.3010	0.01	0.3010
actioner	1	1	0.02	0.3010	0.01	0.3010
actives	1	1	0.02	0.3010	0.01	0.3010
actory	1	1	0.02	0.3010	0.01	0.3010
actu	1	1	0.02	0.3010	0.01	0.3010
actualisation	2	1	0.04	0.4771	0.01	0.3010
actualised	1	1	0.02	0.3010	0.01	0.3010
actualities	1	1	0.02	0.3010	0.01	0.3010
actuarially	1	1	0.02	0.3010	0.01	0.3010
actuaries	1	1	0.02	0.3010	0.01	0.3010
actuate	1	1	0.02	0.3010	0.01	0.3010
actuating	1	1	0.02	0.3010	0.01	0.3010
actuation	1	1	0.02	0.3010	0.01	0.3010
actuators	2	1	0.04	0.4771	0.01	0.3010
acupuncturists	2	1	0.04	0.4771	0.01	0.3010
acuteness	1	1	0.02	0.3010	0.01	0.3010
acyclovir	1	1	0.02	0.3010	0.01	0.3010
adages	1	1	0.02	0.3010	0.01	0.3010
adamantine	1	1	0.02	0.3010	0.01	0.3010
adamas	1	1	0.02	0.3010	0.01	0.3010
adance	1	1	0.02	0.3010	0.01	0.3010
adaption	1	1	0.02	0.3010	0.01	0.3010
adaptors	1	1	0.02	0.3010	0.01	0.3010
adar	3	1	0.06	0.6021	0.01	0.3010
addle	8	1	0.16	0.9542	0.01	0.3010
addling	1	1	0.02	0.3010	0.01	0.3010
addr	2	1	0.04	0.4771	0.01	0.3010
addresser	2	1	0.04	0.4771	0.01	0.3010
adduce	1	1	0.02	0.3010	0.01	0.3010
adduced	1	1	0.02	0.3010	0.01	0.3010
adductor	1	1	0.02	0.3010	0.01	0.3010
adelante	1	1	0.02	0.3010	0.01	0.3010
adenia	1	1	0.02	0.3010	0.01	0.3010
adenocarcinoma	1	1	0.02	0.3010	0.01	0.3010
adenoid	5	1	0.10	0.7782	0.01	0.3010
adenoidal	1	1	0.02	0.3010	0.01	0.3010
adenoma	1	1	0.02	0.3010	0.01	0.3010
adenopathy	1	1	0.02	0.3010	0.01	0.3010
adeptness	1	1	0.02	0.3010	0.01	0.3010
adequacy	1	1	0.02	0.3010	0.01	0.3010
adherents	1	1	0.02	0.3010	0.01	0.3010
adhesives	1	1	0.02	0.3010	0.01	0.3010
adiabatic	1	1	0.02	0.3010	0.01	0.3010
adieus	1	1	0.02	0.3010	0.01	0.3010
adiposity	1	1	0.02	0.3010	0.01	0.3010
adjacencies	1	1	0.02	0.3010	0.01	0.3010
adjoined	1	1	0.02	0.3010	0.01	0.3010
adjoints	1	1	0.02	0.3010	0.01	0.3010
